"PGE_Owned","PGE_Total","CAISO"
"120",-21.9372229777874,71.8139530401977,681.964357154211
"121",-25.4031739907175,67.8641420902647,681.59531668088
"122",-40.172775080399,54.3380786261693,695.145079946855
"123",-16.2981961571434,77.3761717103408,689.508114075339
"124",-31.0964504195523,61.3212554461931,679.982996309332
"125",-29.6467334773576,63.8555865760448,694.091467528298
"126",-33.9838569304249,57.8685078652162,667.608557320258
"127",-36.7290960896595,55.9161320855385,670.284490214284
"128",-28.1692274342011,64.0594725371765,673.584934576735
"129",-30.2458259950736,62.9043281028311,673.883957039783
"130",-15.3181923907831,74.8533460717211,652.479274278646
"131",-33.5309978500589,57.9474336318017,663.733642931201
"132",-40.9683647645263,55.7564588514633,718.939170153559
"133",-39.5613248048724,56.6620994055286,705.333052541518
"134",-21.0633341833359,73.0497833013499,684.260000030598
"135",-27.3673773479421,66.0583927209322,694.586105967949
"136",-36.6568534753632,58.4597519944004,709.506119681508
"137",-25.6788407634956,63.3334600676956,628.849765781192
"138",-24.2922952695205,67.3276676157734,659.750852693937
"139",-30.3239544607568,63.0189000995774,674.613047694784
"140",-33.9716036992429,59.2145112654879,667.963277367861
"141",-26.4975472449347,64.795788818153,664.752317637822
"142",-24.65586561949,66.4835866158444,653.047078822779
"143",-37.0561876165806,54.8463174591057,669.277556424105
"144",-27.2541228312949,63.9833372415466,674.568141026702
"145",-29.8589247320406,61.2026285715898,650.963291893988
"146",-38.1747580188206,56.9822268114724,706.660087536958
"147",-31.1063959252505,63.4699652270551,690.364868507973
"148",-26.7329172887395,64.4517367362149,652.839878936483
"149",-14.8381394161481,76.5164133842329,637.827522675652
"150",-33.9748224191845,59.5624316167806,689.375849876715
"151",-31.6834341359813,60.35828150678,659.758800178194
"152",-25.337754566848,69.2162660200947,702.966555086041
"153",-28.1328059608075,65.4695626460513,705.850861449246
"154",-37.0780124292394,56.0751665710414,677.428251532279
"155",-19.7591070299011,73.4027661189392,684.495482304789
"156",-32.3148035286793,57.1694074161291,631.412271999784
"157",-31.1860731774094,61.6239834096222,670.368765553585
"158",-30.8294018642122,60.5662054123775,638.445985736515
"159",-26.5951657721198,64.2597608512694,637.251245397639
"160",-25.1903241586063,65.91756637331,642.007811249999
"161",-35.0985783056463,59.5116942281827,710.390721125946
"162",-26.9033173973359,66.8908067299859,699.46942425878
"163",-42.8953299899715,51.6907978498378,704.40501720949
"164",-29.1609336566713,64.6298702765094,676.457019438658
"165",-20.3625919956035,71.7369494743436,655.962309864668
"166",-30.7105469767216,63.623364457885,682.540250826063
"167",-27.4321669706333,64.6178958547507,671.44261666714
"168",-15.3709308935544,74.9449012597248,634.078711373794
"169",-13.2587334313581,77.332931353355,639.860596573968
"170",-23.823223287877,67.4494641290839,650.647534117716
"171",-39.3976828931966,55.0055765044544,675.64984982987
"172",-34.8978740295777,57.2445325878541,661.09631706103
"173",-32.284353188786,58.323649612031,643.573382174957
"174",-37.2814145310715,55.918158260125,672.211796686204
"175",-31.1342151969886,61.0606122408682,661.975352836703
"176",-28.7895443372002,63.2067638693558,659.31915249725
"177",-30.8034103079697,60.7273714777725,657.421577121079
"178",-42.3600729160469,49.6922728385648,671.071429130836
"179",-38.8833100251284,54.7818035218296,683.114151612081
"180",-47.4070439668782,45.1384191504558,678.022661503913
"181",-27.0723869937513,65.0979374604368,669.566416969737
"182",-26.8643232947972,64.918069185617,650.833059852543
"183",-12.1687611063117,78.7308224408392,636.17882668083
"184",-26.4303839641888,65.5591829471999,655.20478947726
"185",-29.2501733723211,63.9053084446134,685.181092836124
"186",-36.2845104690917,59.4609035873635,706.669904535915
"187",-31.4568243804896,62.3798525792831,691.160299847293
"188",-32.4249284403802,61.111958537775,694.627101738972
"189",-27.5372767236126,63.154456953931,652.014454238537
"190",-28.0865942871841,66.0531844481449,694.036902343886
"191",-25.6085721572787,66.8717961925253,672.467074192261
"192",-39.3868733858553,56.8536947784866,742.445885149245
"193",-36.3022100206907,56.780583579484,681.939258418523
"194",-32.7716364074364,58.6883833724261,649.240878457504
"195",-25.4535014631367,66.4378194360899,653.325772643932
"196",-28.2220968823214,63.3401038022939,644.653394861974
"197",-27.1689364725989,63.363054703075,637.994003798992
"198",-30.0720121914566,63.9740139075411,688.619244629517
"199",-37.648950045469,57.0290090774881,697.677850144424
"200",-24.1939577704593,67.2044705690093,648.901030569211
"201",-24.2792304034697,66.7521147643147,663.774170023843
"202",-20.1596075077128,71.1634597569044,644.327581479452
"203",-21.9821833445248,69.5791603907211,660.449892567182
"204",-18.5405138242032,70.5739898643699,626.224775419687
"205",-37.7188904973933,52.3435114557847,643.393337190505
"206",-20.041585723734,72.0570568371776,664.71526233212
"207",-28.6591966869734,65.4932623527677,670.130835800912
"208",-23.6181902522361,66.4626046395029,645.560707113908
"209",-29.3439505738308,64.0796034572519,674.361084616421
"210",-37.498132262225,56.1434076066345,693.889953015612
"211",-14.5719146100862,75.5464897666839,617.592678211993
"212",-21.8199635314392,68.4222431323734,631.342427655171
"213",-16.2005530801481,74.0613164508537,645.364595395974
"214",-26.7765142875976,63.7142111163208,645.741568809751
"215",-17.5576577495259,72.0152326819077,634.810439180533
"216",-26.6228729267918,64.562011586336,651.633765281841
"217",-35.0666223784558,56.442041519123,664.365517974512
"218",-28.7176752664106,63.04563761524,657.727899792069
"219",-29.3228938475513,62.6730564980291,660.734221039229
"220",-31.8457548337948,61.6536461845278,692.756895720387
"221",-29.3609882611452,64.3278588661366,674.93593895927
"222",-42.3027124263974,53.1732084758176,718.820090282509
"223",-20.0238363329317,70.7464654409598,645.270658729818
"224",-24.4980029449391,63.6083484548092,623.055150555307
"225",-26.7505047437356,65.9537939613319,666.123659985432
"226",-36.1677237856785,57.2495177163475,675.098245253407
"227",-26.8272739250444,64.8728787857758,647.921954567474
"228",-24.2173181597822,66.4515990133808,654.095429986913
"229",-39.8546215512733,52.1562687963315,668.203441977949
"230",-27.5629281526599,67.9440810579845,694.695448246494
"231",-32.5392259978734,61.8225591488149,704.009378762465
"232",-23.4576709896643,69.476757904048,701.17771386033
"233",-25.0277695571843,64.5611501088575,643.640294003923
"234",-19.9881036442799,70.2353886224982,648.895692787961
"235",-24.2554143278349,67.6195978241349,661.239571909176
"236",-32.6158232280337,58.3514221544383,666.66787582005
"237",-20.2055050395804,71.9119015966792,670.732823482904
"238",-31.3317950028646,62.8289606894197,698.771951976542
"239",-26.7299598100689,65.3716244764973,673.617003881894
"240",-20.8827873622919,71.3048132806826,651.346792103397
"241",-26.7043837535425,63.4946394884109,655.17402538736
"242",-25.2879402489051,65.9662855324347,649.896699629531
"243",-27.1819582296256,65.3712807815033,669.279502799904
"244",-29.8559264947239,63.226561957425,690.639791923943
"245",-39.4057198478817,52.4747636506614,665.603571787983
"246",-41.7718437427651,52.7878912887101,722.629612621699
"247",-34.4709925523236,59.905077818893,689.755171581054
"248",-27.115066663547,68.2577668314972,706.675236964234
"249",-32.1241614802439,59.2240700649983,657.023535009419
"250",-28.9020170130846,63.5766957365009,678.869154004131
"251",-42.7467514561404,50.9645706182173,691.101653177097
"252",-45.9156082638415,48.5006971960191,712.200458903848
"253",-27.6524793352003,63.5332965663192,656.416052887531
"254",-32.8417108976226,59.3618637011288,669.435722265758
"255",-20.520040195195,67.4592179547687,611.126278110806
"256",-12.6897802419018,76.1126411247553,629.41969927549
"257",-34.2541241582351,57.9743533530152,658.594762854475
"258",-26.038986306335,67.4576706081785,677.503943879561
"259",-30.0439380156481,61.325116854055,654.120419575228
"260",-27.5846853372267,66.7388525636155,682.24632677456
"261",-46.0759379044633,48.0380311238687,682.174477912894
"262",-36.6178941168287,57.4113718396019,690.964279346695
"263",-20.0632309560655,74.3623028732553,684.6369705921
"264",-21.0333295914397,70.1374028044718,644.258450074774
"265",-29.8074284108371,62.030352349568,657.293850036827
"266",-28.3926939120574,62.692336180329,647.555893395905
"267",-43.4265912926199,51.2144017264477,704.984181938694
"268",-15.7405591002236,75.5159219755496,642.455880078317
"269",-39.2709608126001,54.4577752441826,700.217823455681
"270",-34.465562281359,58.609190139883,690.43864327855
"271",-22.6371825269044,67.5809460350462,637.21907638218
"272",-26.5235432784462,65.9681432219218,668.220616987768
"273",-31.3151759318573,61.2086807932446,687.462855978957
"274",-27.4774272210858,64.2440845707149,657.916823144613
"275",-22.554971932108,66.084129358866,621.73983682494
"276",-27.280402730351,64.2050875187631,652.733280818027
"277",-43.4152523924418,49.7133018743763,687.122415749588
"278",-30.1874367911366,64.5934174064846,693.36892189326
"279",-37.0676137780622,54.1359417591896,673.644323253212
"280",-34.8022204447658,58.4119532318545,685.423094946787
"281",-26.620721721785,65.4584618409953,657.071641212317
"282",-30.7699548829385,63.3409861013217,706.64042887879
"283",-22.3437486781851,70.1898431835157,668.637681489984
"284",-30.7328542422246,61.1343346192506,659.703731419061
"285",-24.0783783439852,66.4249381794757,647.06671082393
"286",-31.8505772242399,61.0576506467236,666.173591841
"287",-30.1503515257107,60.7932050508695,646.217518799181
"288",-22.0238616677714,70.742929108006,665.126277014373
"289",-21.1260326980387,69.3032691184545,651.42346587454
"290",-21.5256413396805,69.3707130323077,640.365124675798
"291",-26.816864445977,63.4333607849562,641.984293461757
"292",-34.308141989037,59.9254415396724,686.225932549096
"293",-26.910207817678,65.9240532868382,679.519501893493
"294",-43.1479877998487,50.66971439449,681.590897485658
"295",-41.4162279287843,53.4099106731599,705.754287722548
"296",-23.1341101708286,67.8320355537733,645.497573151793
"297",-44.860672801004,48.0757735170375,692.234626416894
"298",-28.8219220403083,63.6909209915958,677.198051290746
"299",-22.3712025668617,68.4945535779385,649.253343649442
"300",-24.228473106652,70.0469141131167,684.609633065718
"301",-32.8417130479402,62.7778682330603,715.719443288459
"302",-26.7621073936026,66.9395057694725,667.620531400556
"303",-21.3146273125104,70.9390776429172,654.488856888893
"304",-31.6759862903322,59.8833285289326,648.332633161134
"305",-31.4043756642731,63.189968114268,698.724520268986
"306",-34.2907031839983,61.1696527878478,695.523657927771
"307",-37.7468341673113,57.5309780502748,705.749811523343
"308",-26.5608916740164,67.7495223472277,710.144081645542
"309",-35.997418522921,58.8130463407553,702.15762305421
"310",-26.4882494875667,65.7376726774233,668.43912596011
"311",-28.0238344672557,63.0821953346689,660.020472621235
"312",-32.3886084292031,59.2111056166573,661.218293680174
"313",-25.1033475747107,65.902119935058,658.533291342916
"314",-10.3199625597374,80.5349237202906,630.294857713217
"315",-29.1856755257395,63.8169992839143,680.346927459983
"316",-27.7675459424847,64.1801399581792,654.108578851488
"317",-29.9064925377714,63.4803395791235,677.383621946772
"318",-27.3724972613754,65.2375124167268,679.570026407233
"319",-28.6607371098728,63.2857037604998,675.387222645498
"320",-38.7981654573501,53.7672188061404,682.2314858393
"321",-25.3060065646746,66.9387374706427,644.874527648845
"322",-18.2693255155833,72.5894994046658,666.670120129732
"323",-26.0143347974269,66.2699298974951,667.272315737842
"324",-28.1813061905926,62.9984088757285,656.278476911421
"325",-34.8111300973086,58.1900217735147,685.340298107038
"326",-45.0077114209979,50.7079669130945,721.110226421666
"327",-29.8961782398625,65.6248741698117,701.869844495816
"328",-22.9243395922617,71.3028983675043,697.896539302735
"329",-19.1699568901389,72.1206131366829,648.651789442565
"330",-26.2693813635785,65.8925258717733,654.327742688005
"331",-35.9614041870787,57.0243279929707,688.878112255313
"332",-25.2529301169048,68.769780175858,682.914881361685
"333",-16.450966666454,75.8994980702357,675.0850592474
"334",-17.5416383424391,74.6730933358903,652.46798178225
"335",-34.1311090898613,58.5491750558908,666.29191491341
"336",-22.5541123653725,70.7498562222913,695.993572642878
"337",-23.1969629153859,69.2589785905581,665.256598596004
"338",-22.2665172054719,65.9267041343919,617.215694492452
"339",-27.3436024079346,63.334727012127,648.1458417961
"340",-30.1446190463616,63.5732017531213,679.327815474535
"341",-24.7362293334505,64.1072314134599,629.878545884013
"342",-33.3706323019302,58.7172585063151,663.931061500558
"343",-23.6633546259092,68.189006110486,668.967023220196
"344",-19.6999996019733,74.9130509163788,704.895641920083
"345",-21.8355589752517,72.286361314104,684.049501065367
"346",-34.6216495962972,59.6273634346302,705.466939626336
"347",-32.0138262948495,58.8913608512526,643.533187288124
"348",-1.3023756130877,89.1527274331189,636.582060070183
"349",-30.3992564618266,63.4931225806853,696.53046811443
"350",-35.1311561079093,57.4644667415399,671.346030230372
"351",-39.0922932679788,55.1722235606483,687.877662483024
"352",-33.1221794351307,59.8448960457969,691.955735540922
"353",-22.8277175393777,69.2692611958626,650.53910460629
"354",-29.2203114707299,62.5766171616585,656.180657551456
"355",-28.5801559961549,62.3068183051313,645.308548735767
"356",-25.30765077693,66.9514485204895,679.189388404838
"357",-29.3181974163174,62.1144874472965,650.278175183496
"358",-41.1609735759544,52.0832227969665,671.457732239111
"359",-38.8042914824393,54.6229964464222,685.090237905039
"360",-34.6314440253805,56.504816056089,656.248305300389
"361",-41.9388180281953,51.746535542362,685.962780739354
"362",-28.5870985261937,63.9673199800188,670.049072822984
"363",-26.8738403584452,63.3311808536814,635.10006132063
"364",-25.8429971708299,63.2535574604084,624.557229722878
"365",-14.8746736580081,73.3361940762858,608.830940396816
"366",-49.4089429640949,46.7386183693738,723.335134376735
"367",-29.5348303923777,62.9571788408572,672.250565038509
"368",-28.4404277892645,63.4645926380452,645.840077136067
"369",-22.9985965934291,68.5862020469217,662.555454417968
"370",-21.6007621945729,71.2894690096966,664.431144768834
"371",-30.9408134611611,61.2925257961674,664.514574752573
"372",0.155285215631535,88.5921464329756,622.212498883107
"373",-37.1554864176826,57.8298150727132,703.386679411793
"374",-26.7733444207906,66.0049232709245,670.35613284212
"375",-37.9563129143988,55.2505598645076,671.537636190359
"376",-29.9716109360122,63.1330565716088,683.6338134138
"377",-33.0345065593423,61.4055320615382,697.484535165771
"378",-20.2224912737535,71.2468301155085,653.696338211347
"379",-28.3673549261415,64.1686269766989,670.706820569152
"380",-22.1965114321069,70.1113454646507,661.820920061178
"381",-27.7022768979114,65.8323069860114,684.412529993051
"382",-35.4471022745144,57.858657564863,679.171200223675
"383",-27.6972677478111,63.8914687542098,653.393731076799
"384",-22.1263781697194,71.8967199226868,666.526361125456
"385",-26.8805579645847,67.2327682281415,690.265634304777
"386",-15.5650254928265,75.071000301027,639.523272859461
"387",-15.7749819507482,74.0108636734474,620.017809245841
"388",-16.9480379659706,71.3177213106779,623.367986884689
"389",-32.9273630179874,60.6497557445269,671.042606814574
"390",-22.6420597137799,70.127839732691,659.328735366777
"391",-17.5190559506589,71.5460222183293,618.751634156283
"392",-13.5918528344939,76.2352904107434,633.937957354575
"393",-37.5266391128666,57.2735632494102,704.419984520287
"394",-18.8876599974098,72.196701281126,650.609611911368
"395",-19.1038939391552,70.6927208756926,637.669805369948
"396",-43.1922182068853,52.2001421781118,705.163782675113
"397",-29.1183938557645,62.9780928748412,656.952571293592
"398",-45.6032914547389,48.7029826612006,706.658400815002
"399",-20.161113985546,70.7501532259625,658.056095958989
"400",-15.384990256806,74.4308720889352,617.371927082586
"401",-23.4643484822243,69.9556456454042,683.25108046665
"402",-17.0311606603952,71.6339414336361,630.835281497115
"403",-14.3317479355649,75.5377849217754,656.898659240025
"404",-26.4945511554103,67.4059054727332,681.892770770353
"405",-28.7078145731918,65.0397243457759,711.791820531856
"406",-29.8965209395087,64.1989040716549,682.289681950559
"407",-35.4927402297196,58.0988175025854,686.940122436657
"408",-30.4335058847683,63.1973193322788,680.352645112613
"409",-35.1293747529271,56.1354530470083,652.933330215756
"410",-19.7510028258571,71.1692784878904,638.348116751378
"411",-25.4248619163895,65.4777683527946,648.377669501894
"412",-27.7005909661349,65.3512460538843,663.078100251652
"413",-26.0221958114322,65.2402277327404,649.144674309095
"414",-32.306161487802,60.0749562213735,655.409965185773
"415",-28.2053774484448,63.9117308655626,668.473632619823
"416",-27.1950096769346,64.1331212686597,656.510878564403
"417",-23.8285414451321,67.8371230536111,654.182860294559
"418",-43.3044567325574,51.5184143620379,689.924200163606
"419",-15.6911031897366,77.3636440529591,687.955484298237
"420",-25.7883959030437,64.7049204228392,638.067230788074
"421",-31.731881605573,61.1891681607855,674.390459825683
"422",-30.4378052697057,64.2552704430467,698.422884890231
"423",-21.3082888956911,70.0448708640113,647.640017369105
"424",-23.8726167744789,69.6683917187549,679.337463020355
"425",-32.5257301665778,60.6568445092512,668.639106842267
"426",-30.3407134801631,63.1759100541824,690.457520274163
"427",-21.5863215131748,68.6554146262578,632.678834939665
"428",-26.3412456264124,64.6972566649175,651.570656222675
"429",-22.2580907700859,69.8167019986264,652.88764366609
"430",-27.6959496556685,64.8402379030866,681.1469562067
"431",-36.1786017189615,58.7535181775218,693.447921259335
"432",-40.282996854659,53.5659638344868,677.19998139232
"433",-20.5764352691198,70.3328198361829,646.510462625158
"434",-28.0201498173371,63.384235661274,657.484602217524
"435",-14.0719013043425,78.5717880934907,673.716247313037
"436",-23.1733722829605,66.2239383411921,635.591118212594
"437",-6.6355513902245,83.380843064795,621.068807832383
"438",-25.7831047102523,66.8461673891125,675.973382679158
"439",-23.1262938867324,69.3914516648684,651.202098773193
"440",-43.46408133681,50.4137131871244,682.339268545845
"441",-29.2390874065731,63.7823127511034,665.81692899281
"442",-30.8763831789004,60.3842216324279,651.93421177053
"443",-34.4270955110333,58.412180075448,670.481169632866
"444",-25.8029075055052,65.6210435305835,644.725991953795
"445",-31.8379410163204,62.3148120894565,683.242191234996
"446",-27.0428414769434,64.35103696271,651.998659197156
"447",-35.4848383088185,57.1213577691392,668.153974857078
"448",-27.9054488108312,65.524066544192,676.149447591337
"449",-35.4353842072524,58.2953200478778,694.185800093412
"450",-21.9368711542308,69.0974224126492,655.576617481444
"451",-37.786686625633,54.6933235305622,680.272493287575
"452",-18.2444532175711,72.7238656075156,657.693090499778
"453",-23.5447262120132,67.8554389017336,644.300939214173
"454",-24.6064253326093,67.5896811945226,663.688610271652
"455",-32.87134205761,61.0225119400419,691.700546102809
"456",-33.1137535570159,59.7673869145783,670.084247139888
"457",-42.2567818517279,52.3861351531159,688.045622836824
"458",-20.6035186203605,71.0125240154408,659.411984137309
"459",-28.8391304407865,63.7975026587977,661.868412878233
"460",-36.5093525298245,57.5554262034904,692.146241680067
"461",-34.2486529957373,59.6120995799178,693.542203498761
"462",-27.3844301189942,67.7000034905871,696.823718308225
"463",-24.1386638451363,68.05047765311,657.723635712474
"464",-14.3027373522048,77.6552251470541,666.917817208833
"465",-22.2645583311148,69.7301157586944,654.798397221172
"466",-24.1146137732469,67.3677065273939,644.576027760151
"467",-20.8433117953452,69.5440046106595,649.108220551366
"468",-29.8651580429314,62.1461411456945,656.24473050446
"469",-18.7565605672884,72.3825132280521,644.183308934255
"470",-40.7419333004519,54.433536245126,690.399984523005
"471",-24.5472349937095,65.8828967981022,650.907975464615
"472",-25.7321300691802,65.4269965968131,655.915138613204
"473",-36.3304711606182,56.6048690963647,674.922428848142
"474",-19.9128073108148,70.4001180841856,628.711608264675
"475",-33.553992102605,58.2153354384632,666.177810023384
"476",-28.7827337738336,63.1780170642856,649.809745650311
"477",-32.7858288556607,60.2896344652435,660.47308033457
"478",-26.1422623607021,66.7551542595079,677.074871269093
"479",-20.7493641117833,68.7083909089541,631.763396191828
"480",-24.207083394479,66.0165341403297,638.065068563649
"481",-29.5780770209868,61.6374549285571,638.075401650497
"482",-30.2237369323618,61.5148512633214,659.343198501502
"483",-36.8050820860368,56.9675064483672,680.002908484777
"484",-21.8762716949036,68.9428861494803,644.588452012481
"485",-29.8473088236672,61.5587385402268,649.070771402093
"486",-31.4588517056367,58.7566511924789,642.345537804316
"487",-31.5323764080328,61.8142092824979,682.371379616186
"488",-31.8079020925453,59.3664696257275,657.156895028804
"489",-34.0367926999266,59.8040300727846,677.848632460472
"490",-28.8362341271762,64.6441088474479,673.898088400382
"491",-27.1452851974427,65.1077517561232,674.601753196256
"492",-26.7549656303067,66.3432620576875,664.741240291439
"493",-28.7968784158317,62.813775076304,646.557736152909
"494",-33.2908362094496,60.5203219514291,675.956133356341
"495",-16.7547131193118,76.6589999748117,663.008517893919
"496",-11.6586092457889,76.8558749183093,604.423593621987
"497",-33.9697168557314,57.7386306668796,652.476201765976
"498",-30.2760155498339,61.8035103302626,669.703133914652
"499",-21.3667715180956,69.2868077504003,655.112137155289
"500",-31.1155991878632,62.1278446041729,672.057376338566
