"Unmanaged","Portfolio","Composite_index"
"1",11.8702268683197,11.8747268403031,11.9741963070003
"2",12.2342821161108,12.1529652786567,12.1887061201499
"3",12.0927264078401,12.0333845865209,12.0471504118792
"4",12.1358105856592,12.0544937482052,12.0902345896983
"5",12.4023635589588,12.3210467215048,12.3567875629979
"6",12.524706949897,12.443390112443,12.4791309539361
"7",12.3827193996295,12.3396785783352,12.3371434036686
"8",12.059731704199,12.0481493799676,12.0141557082381
"9",12.3427686790947,12.2614518416406,12.2971926831338
"10",12.0147491651943,11.9846899724936,11.996625457632
"11",12.1423158537294,12.0609990162753,12.0967398577685
"12",12.3157824161925,12.2344655787384,12.2702064202316
"13",11.9985488397127,11.9172320022587,11.9529728437518
"14",12.0858510764631,12.0045342390091,12.0402750805022
"15",12.3578795526384,12.2765627151843,12.3123035566775
"16",12.1411719537324,12.0598551162783,12.0955959577715
"17",11.7997506997484,11.7900782688035,11.9054765459899
"18",12.420306522779,12.338989685325,12.3747305268181
"19",12.2140504347905,12.1327335973365,12.1684744388296
"20",12.2599838138988,12.2094440970152,12.2144078179379
"21",12.0079691663672,11.9360374510385,11.9623931704063
"22",12.3362623970963,12.2580794838286,12.2906864011354
"23",12.2122523392621,12.2397282240877,12.1666763433012
"24",12.2574924096383,12.1761755721842,12.2119164136774
"25",12.273858624693,12.1925417872389,12.2282826287321
"26",12.0303878861847,11.9810663640467,11.9848118902238
"27",12.0606273859042,12.031442414631,12.0150513899433
"28",11.8893900240413,11.9037068259688,11.898018507358
"29",12.3491496688442,12.3057430806817,12.3035736728833
"30",12.2108131267812,12.16259004727,12.1652371308203
"31",12.4882615515699,12.4069447141159,12.442685555609
"32",12.2683634596902,12.2319742005646,12.2227874637293
"33",12.2803594507883,12.1990426133342,12.2347834548274
"34",12.3375249315485,12.2562080940945,12.2919489355876
"35",12.4016978126855,12.3203809752314,12.3561218167246
"36",12.3973684158204,12.3160515783664,12.3517924198595
"37",12.2467275969178,12.1666324128804,12.2011516009569
"38",12.1979311184291,12.1231089662214,12.1523551224682
"39",12.167115904186,12.0857990667319,12.1215399082251
"40",11.9484065788206,11.8670897413666,11.9028305828597
"41",11.8988992841354,11.8930223099127,11.9595471178801
"42",12.4321128909036,12.3507960534495,12.3865368949427
"43",12.4181612859378,12.3368444484837,12.3725852899769
"44",12.1595231366013,12.0782062991472,12.1139471406404
"45",12.147206012171,12.0784971603107,12.1016300162101
"46",12.4740085777191,12.4134741468011,12.4284325817582
"47",12.4443130086645,12.3629961712104,12.3987370127036
"48",12.840859184873,12.759542347419,12.7952831889121
"49",12.3367915708454,12.2554747333913,12.2912155748845
"50",12.3282424238976,12.2650178939271,12.2826664279367
"51",12.3116145410843,12.2302977036302,12.2660385451234
"52",12.38849362689,12.3071767894359,12.3429176309291
"53",11.9525652815623,11.9685121834923,12.0066830755043
"54",12.0800384637609,11.9987216263068,12.0344624678
"55",12.0776465517192,11.9963297142651,12.0320705557583
"56",12.128489094238,12.0789020412621,12.0829130982771
"57",12.1051090352451,12.023792197791,12.0595330392842
"58",12.6330589430049,12.5517421055508,12.587482947044
"59",12.1769444370387,12.0956275995846,12.1313684410778
"60",12.1405621976233,12.0894026407762,12.0949862016624
"61",12.2641885091993,12.1828716717453,12.2186125132384
