name,typ,zone,netcap,seg1,seg2,seg3,mincap,ramp,minu,mind,var_om,no_load,st_cost,Check eGIRD,CO2rate(lbs/MWh),NOXrate(lbs/MWh),SO2rate(lbs/MWh),CO2Tax($/MWh),NOXTax($/MWh),SO2Tax($/MWh),PMTax($/MWh),LAT,LON
COLTON_6_AGUAM1,ngct,SCE,43,11.9,11.97,12.03,16,43,1,1,3.17,18.08219178,3010,TRUE,1307.45,0.209,0.008,28.09843095,1.288067,0.06074,1.339397,34.0414,-117.3603
COLUSA_2_PL1X3,ngct,PGE_valley,641,5.31,5.37,5.44,225,641,1,1,3.17,270.1369863,44870,TRUE,858.08,0.033,0.004,18.44101237,0.14220855,0.048442,1.192814,39.3661,-122.27
CORONS_6_CLRWTR,ngcc,SCE,28,7.49,7.75,8.02,12,28,4,4,2,12.91512915,1960,TRUE,825.417,2.183,0.023,17.73905127,21.650994,0.804517,2.937772,33.8912,-117.6085
CROKET_7_UNIT,ngcc,PGE_bay,240,4.36,4.62,4.88,96,240,5,5,2,110.2583026,16800,TRUE,700.02,1.839,0.019,15.04414213,27.3615615,0.677616,7.062336,38.0569,-122.2161
CSCCOG_1_UNIT_1,ngct,PGE_bay,7,18.41,18.48,18.54,3,7,1,1,3.17,2.931506849,490,TRUE,1060.38,2.81,0.029,22.78864523,31.701015,0.8846015,4.542792,37.364297,-121.944238
CSCGNR_1_UNIT_1,ngct,PGE_bay,24.75,30.84,30.91,30.97,9,25,1,1,3.17,10.4109589,1732.5,TRUE,1709.5,4.531,0.047,36.73889457,51.1164765,1.4336645,4.542792,37.401,-121.96867
CSCGNR_1_UNIT_2,ngct,PGE_bay,24.75,30.84,30.91,30.97,9,25,1,1,3.17,10.4109589,1732.5,TRUE,1709.5,4.531,0.047,36.73889457,51.1164765,1.4336645,4.542792,37.401,-121.96867
DELTA_2_PL1X4,ngcc,PGE_bay,880,10.22,10.48,10.74,352,880,4,4,2,404.3542435,61600,TRUE,851.165,0.054,0.004,18.29240199,0.803439,0.142656,7.069397,38.0169,-121.8439
DEXZEL_1_UNIT,ngct,PGE_valley,36.8,8.08,8.14,8.21,13,37,1,1,3.17,15.61643836,2576,TRUE,846.22,2.239,0.023,18.1861289,12.7007275,0.140852,1.413492,35.440539,-119.012861
DISCOV_1_CHEVRN,ngct,PGE_valley,56.2,8.02,8.08,8.15,20,57,1,1,3.17,23.56164384,3934,TRUE,583.424,1.544,0.016,12.53837545,8.75834,0.097984,1.413492,35.4406,-118.9617
DIVSON_6_NSQF,ngcc,SDGE,47,6.64,6.9,7.16,19,47,6,6,2,21.77121771,3290,TRUE,1217.88,3.187,0.033,26.1734805,43.891364,1.3997445,4.553406,32.679269,-117.122447
DOUBLC_1_UNITS,ngct,PGE_valley,52.23,8.68,8.75,8.81,19,53,1,1,3.17,21.91780822,3656.1,TRUE,1209.93,3.185,0.033,26.00262691,18.0669125,0.202092,1.413492,35.5005,-119.046
DREWS_6_PL1X4,ngct,SCE,41.4,13.67,13.74,13.8,15,42,1,1,3.17,17.53424658,2898,TRUE,2510.18,6.734,0.069,53.94632253,41.501642,0.5238825,1.338059,34.0609,-117.3532
DUANE_1_PL1X3,ngcc,PGE_bay,147.8,7.86,8.12,8.38,60,148,2,2,2,67.89667897,10346,TRUE,944.164,0.049,0.005,20.29104513,0.5527935,0.1525175,4.547334,37.3767,-121.9508
ELCAJN_6_LM6K,ngct,SDGE,48.1,8.13,8.2,8.26,16,49,1,1,3.17,20.2739726,3367,TRUE,1333.63,0.133,0.007,28.66106579,1.831676,0.2969155,4.557959,32.796106,-116.972073
ELCAJN_6_UNITA1,ngct,SDGE,45.42,11.9,11.97,12.03,6,46,1,1,3.17,19.17808219,3179.4,TRUE,1328.75,0.128,0.007,28.55618962,1.762816,0.2969155,4.557959,32.796491,-116.972071
ELCAJN_7_GT1,ngct,SDGE,16.36,17.15,17.22,17.28,9,17,1,1,3.17,6.849315068,1145.2,TRUE,2228.1,0,0,47.88413629,0,0,4.553406,32.7958,-116.9722
ELKHIL_2_PL1X3,ngcc,PGE_valley,551.7,8.77,9.03,9.3,221,552,2,2,2,253.5055351,38619,TRUE,666.686,0.03,0.003,14.32776055,0.170175,0.018372,1.414905,35.280318,-119.470707
ELSEGN_2_UN1011,ngcc,SCE,263,9.29,9.55,9.81,106,263,1,1,2,121.0332103,18410,TRUE,1013.95,0.042,0.005,21.79081728,1.867803,0.42335,12.63779,33.910556,-118.425
ELSEGN_2_UN2021,ngcc,SCE,263.68,9.29,9.55,9.81,106,264,1,1,2,121.0332103,18457.6,TRUE,1013.95,0.042,0.005,21.79081728,1.867803,0.42335,12.63779,33.910556,-118.425
ESCNDO_6_PL1X2,ngct,SDGE,48.71,7.63,7.7,7.76,38,49,1,1,3.17,20.54794521,3409.7,TRUE,1248.42,0.093,0.006,26.82981618,1.280796,0.254499,4.557959,33.1261,-117.1172
ESCNDO_6_UNITB1,ngct,SDGE,48.04,11.9,11.97,12.03,13,49,1,1,3.17,20.2739726,3362.8,TRUE,1266.86,0.147,0.007,27.22611054,2.024484,0.2969155,4.557959,33.121943,-117.117441
ESCO_6_GLMQF,ngct,SDGE,49.9,6.97,7.04,7.1,113,50,1,1,3.17,21.09589041,3493,TRUE,879.319,0.108,0.004,18.8974601,1.487376,0.169666,4.557959,33.1185,-117.0995
ETIWND_2_UNIT1,ngct,SCE,33.6,8.02,8.08,8.15,12,34,1,1,3.17,14.24657534,2352,TRUE,672.329,1.779,0.018,14.44903436,10.963977,0.136665,1.338059,34.045361,-117.540193
ETIWND_6_GRPLND,ngct,SCE,46,11.9,11.97,12.03,17,46,1,1,3.17,19.45205479,3220,TRUE,1523.8,0.178,0.008,32.7480126,1.097014,0.06074,1.339397,34.0903,-117.5343
ETIWND_7_UNIT3,ngst,SCE,320,11.26,11.97,12.67,128,320,6,6,2,66.3803681,22400,FALSE,2124.81,0.1036343,0.0107279,45.66432908,0.638698191,0.081451581,1.339397,34.09118,-117.52663
ETIWND_7_UNIT4,ngst,SCE,320,11.26,11.97,12.67,128,320,6,6,2,66.3803681,22400,FALSE,1959.332,0.0915456,0.0098918,42.10803848,0.564195533,0.075103492,1.339397,34.09118,-117.52663
FRITO_1_LAY,ngct,PGE_valley,6,5.86,5.93,5.99,3,6,1,1,3.17,2.465753425,420,TRUE,823.956,2.207,0.023,17.70765289,12.5192075,0.140852,1.413492,35.395063,-119.321633
GATWAY_2_PL1X3,ngcc,PGE_bay,562.5,5.91,6.17,6.43,225,563,1,1,2,258.4870849,39375,TRUE,874.837,0.047,0.004,18.80113735,0.6992895,0.142656,7.069397,38.0175,-121.7587
GILROY_1_UNIT,ngcc,PGE_bay,120,6.63,6.89,7.15,48,120,6,6,2,55.12915129,8400,TRUE,1404.61,0.366,0.007,30.18649822,4.129029,0.2135245,4.547334,36.999,-121.5363
GILRPP_1_PL1X2,ngct,PGE_bay,95.4,11.9,11.96,12.03,34,96,1,1,3.17,40.21917808,6678,TRUE,1404.61,0.366,0.007,30.18649822,4.129029,0.2135245,4.547334,36.999,-121.5363
GILRPP_1_PL3X4,ngct,PGE_bay,46.2,11.9,11.96,12.03,17,47,1,1,3.17,19.45205479,3234,TRUE,1404.61,0.366,0.007,30.18649822,4.129029,0.2135245,4.547334,36.999,-121.5363
GLNARM_7_UNIT1,ngct,SCE,22.07,8.06,8.13,8.19,8,23,1,1,3.17,9.315068493,1544.9,TRUE,869.306,0.137,0.004,18.68227054,6.0925955,0.33868,12.63779,34.126,-118.1494
GLNARM_7_UNIT2,ngct,SCE,22.3,8.06,8.13,8.19,8,23,1,1,3.17,9.315068493,1561,TRUE,869.306,0.137,0.004,18.68227054,6.0925955,0.33868,12.63779,34.126,-118.1494
GLNARM_7_UNIT3,ngct,SCE,44.83,8.06,8.13,8.19,16,45,1,1,3.17,18.90410959,3138.1,TRUE,869.306,0.137,0.004,18.68227054,6.0925955,0.33868,12.63779,34.126,-118.1494
GLNARM_7_UNIT4,ngct,SCE,42.42,8.06,8.13,8.19,15,43,1,1,3.17,17.80821918,2969.4,TRUE,869.306,0.137,0.004,18.68227054,6.0925955,0.33868,12.63779,34.126,-118.1494
GOLETA_6_ELLWOD,ngct,SCE,54,11.53,11.6,11.66,19,54,1,1,3.17,22.73972603,3780,TRUE,1688.83,4.446,0.046,36.29467524,26.402571,0.836119,1.453057,34.431419,-119.900055
GOLETA_6_EXGEN,ngct,SCE,48.2,9.59,9.65,9.72,17,49,1,1,3.17,20.2739726,3374,TRUE,1223,3.2,0,26.28351451,19.0032,0,1.453057,34.464819,-120.044365
GOLETA_6_GAVOTA,ngct,SCE,9.9,5.72,5.78,5.85,4,10,1,1,3.17,4.109589041,693,TRUE,891.9,2.3,0,19.16783859,13.65855,0,1.453057,34.475067,-120.205107
GRNLF1_1_UNITS,ngcc,PGE_valley,49.5,6.64,6.9,7.16,20,50,6,6,2,22.87822878,3465,TRUE,808.908,0.758,0.004,17.38425606,2.9870506,0.044838,1.172481,39.052922,-121.696072
GRNLF2_1_UNIT,ngct,PGE_valley,63.75,8.02,8.08,8.15,23,64,1,1,3.17,26.84931507,4462.5,TRUE,808.908,0.758,0.004,17.38425606,2.9870506,0.044838,1.172481,39.052922,-121.696072
GRZZLY_1_BERKLY,ngct,PGE_valley,32.5,7.98,8.05,8.11,12,33,1,1,3.17,13.69863014,2275,TRUE,662.566,1.747,0.018,14.23921756,20.00315,0.501417,4.983456,37.870331,-122.26337
HARBGN_7_UNITS,ngcc,SCE,109.01,10.65,10.91,11.17,44,110,4,4,2,50.18450185,7630.7,TRUE,1729.55,0.416,0.01,37.16978947,18.500144,0.8467,12.63779,33.7706,-118.2656
HENRTA_6_UNITA1,ngct,PGE_valley,49.98,7.41,7.47,7.54,18,50,1,1,3.17,21.09589041,3498.6,TRUE,1246.03,0.139,0.007,26.77845265,0.7947325,0.0933275,1.234983,36.2397,-119.9044
HENRTA_6_UNITA2,ngct,PGE_valley,49.42,7.41,7.47,7.54,18,50,1,1,3.17,20.82191781,3459.4,TRUE,1246.03,0.139,0.007,26.77845265,0.7947325,0.0933275,1.234983,36.2397,-119.9044
HIDSRT_2_UNITS,ngcc,SCE,830,7.29,7.56,7.82,332,830,4,4,2,381.5498155,58100,TRUE,889.743,0.064,0.004,19.12148246,0.394432,0.03037,1.339397,34.5953,-117.3647
HINSON_6_LBECH1,ngct,SCE,65,14.76,14.83,14.89,23,65,1,1,3.17,27.39726027,4550,TRUE,2101.41,0.57,0.011,45.16143927,25.348755,0.93137,12.63779,33.7641,-118.2248
HINSON_6_LBECH2,ngct,SCE,65,14.76,14.83,14.89,23,65,1,1,3.17,27.39726027,4550,TRUE,2101.41,0.57,0.011,45.16143927,25.348755,0.93137,12.63779,33.7641,-118.2248
HINSON_6_LBECH3,ngct,SCE,65,14.76,14.83,14.89,23,65,1,1,3.17,27.39726027,4550,TRUE,2101.41,0.57,0.011,45.16143927,25.348755,0.93137,12.63779,33.7641,-118.2248
HINSON_6_LBECH4,ngct,SCE,65,14.76,14.83,14.89,23,65,1,1,3.17,27.39726027,4550,TRUE,2101.41,0.57,0.011,45.16143927,25.348755,0.93137,12.63779,33.7641,-118.2248
HNTGBH_7_UNIT1,ngst,SCE,225.75,11.19,11.89,12.6,91,226,6,6,2,46.87116564,15802.5,TRUE,1399.57,0.161,0.007,30.07818349,2.1296275,0.2331805,5.50648,33.6439,-117.9792
HNTGBH_7_UNIT2,ngst,SCE,225.8,11.19,11.89,12.6,91,226,6,6,2,46.87116564,15806,TRUE,1399.57,0.161,0.007,30.07818349,2.1296275,0.2331805,5.50648,33.6439,-117.9792
HOLGAT_1_BORAX,ngct,SCE,48.2,8.06,8.13,8.19,17,49,1,1,3.17,20.2739726,3374,TRUE,630.565,1.664,0.017,13.55148351,9.43904,0.104108,1.413492,35.0329,-117.701
HUMBPP_1_UNITS3,ngct,PGE_valley,65.08,7.19,7.26,7.32,23,66,1,1,3.17,27.39726027,4555.6,TRUE,1027.01,23.255,0.028,22.07148997,34.329031,0.106799,0.247253,40.7415,-124.2103
HUMBPP_6_UNITS,ngct,PGE_valley,97.62,7.19,7.26,7.32,35,98,1,1,3.17,41.09589041,6833.4,TRUE,1027.01,23.255,0.028,22.07148997,34.329031,0.106799,0.247253,40.7415,-124.2103
INDIGO_1_UNIT1,ngct,SCE,44,11.9,11.97,12.03,16,44,1,1,3.17,18.63013699,3080,TRUE,1274.93,0.237,0.007,27.39954306,2.350566,0.244853,2.940709,33.910873,-116.552994
INDIGO_1_UNIT2,ngct,SCE,44.53,11.9,11.97,12.03,16,45,1,1,3.17,18.90410959,3117.1,TRUE,1274.93,0.237,0.007,27.39954306,2.350566,0.244853,2.940709,33.910873,-116.552994
INDIGO_1_UNIT3,ngct,SCE,43.69,11.9,11.97,12.03,16,44,1,1,3.17,18.35616438,3058.3,TRUE,1274.93,0.237,0.007,27.39954306,2.350566,0.244853,2.940709,33.910873,-116.552994
INLDEM_5_UNIT1,ngcc,SCE,376.2,5.62,5.88,6.14,151,377,2,2,2,172.6937269,26334,TRUE,864.59,0.045,0.004,18.5809189,0.44631,0.139916,2.940709,33.738839,-117.170369
INLDEM_5_UNIT2,ngcc,SCE,366.32,5.62,5.88,6.14,147,367,1,1,2,168.2656827,25642.4,TRUE,864.59,0.045,0.004,18.5809189,0.44631,0.139916,2.940709,33.738839,-117.170369
KELSO_2_UNITS,ngct,PGE_bay,196,8.64,8.7,8.77,69,196,1,1,3.17,82.63013699,13720,TRUE,1281.88,0.134,0.007,27.54890563,1.5343,0.1949955,4.988439,37.789167,-121.601944
KERNFT_1_UNITS,ngct,PGE_valley,52.4,8.67,8.73,8.8,19,53,1,1,3.17,22.19178082,3668,TRUE,1217.49,3.205,0.033,26.165099,18.1803625,0.202092,1.413492,35.51647,-119.040128
KERNRG_1_UNITS,ngct,PGE_valley,55.2,9.02,9.09,9.15,20,56,1,1,3.17,23.28767123,3864,TRUE,678.564,1.804,0.019,14.58303086,10.23319,0.116356,1.413492,35.438611,-119.7075
KINGCO_1_KINGBR,ngct,PGE_valley,34.5,8.02,8.08,8.15,13,35,1,1,3.17,14.52054795,2415,TRUE,1165.39,0.188,0.007,25.04541699,1.047066,0.1006425,1.258577,36.5397,-119.5794
KNGCTY_6_UNITA1,ngct,PGE_valley,44.6,9.43,9.49,9.56,16,45,1,1,3.17,18.90410959,3122,TRUE,27.643,0.003,0,0.594076199,0.01378485,0,1.018351,36.225,-121.1278
LAPLMA_2_UNIT1,ngcc,PGE_valley,259.8,6,6.26,6.52,104,260,3,3,2,119.5571956,18186,TRUE,895.003,0.059,0.005,19.23452522,0.3346775,0.03062,1.414905,35.2956,-119.5919
LAPLMA_2_UNIT2,ngcc,PGE_valley,260.2,6,6.26,6.52,105,261,3,3,2,119.5571956,18214,TRUE,895.003,0.059,0.005,19.23452522,0.3346775,0.03062,1.414905,35.2956,-119.5919
LAPLMA_2_UNIT3,ngcc,PGE_valley,256.15,6,6.26,6.52,103,257,3,3,2,117.7121771,17930.5,TRUE,895.003,0.059,0.005,19.23452522,0.3346775,0.03062,1.414905,35.2956,-119.5919
LAPLMA_2_UNIT4,ngcc,PGE_valley,259.54,6,6.26,6.52,104,260,2,2,2,119.1881919,18167.8,TRUE,895.003,0.059,0.005,19.23452522,0.3346775,0.03062,1.414905,35.2956,-119.5919
LARKSP_6_UNIT1,ngct,SDGE,46.1,11.9,11.97,12.03,22,47,1,1,3.17,19.45205479,3227,TRUE,1229.52,0.191,0.006,26.42363595,2.630452,0.254499,4.557959,32.567041,-116.944197
LARKSP_6_UNIT2,ngct,SDGE,47.98,11.9,11.97,12.03,18,48,1,1,3.17,20.2739726,3358.6,TRUE,1229.52,0.191,0.006,26.42363595,2.630452,0.254499,4.557959,32.567041,-116.944197
LEBECS_2_UNITS,ngcc,SCE,799.47,9.62,9.88,10.14,320,800,3,3,2,367.5276753,55962.9,TRUE,851.502,0.045,0.004,18.29964446,0.2552625,0.024496,1.414905,34.9556,-118.844
LECEF_1_UNITS,ngct,PGE_bay,294,11.9,11.96,12.03,103,294,1,1,3.17,123.9452055,20580,TRUE,998.641,0.05,0.005,21.4618113,0.564075,0.1525175,4.547334,37.425,-121.9319
LGHTHP_6_ICEGEN,ngct,SCE,48,8.02,8.08,8.15,17,48,1,1,3.17,20.2739726,3360,FALSE,1081.572,5.74304,0.0054619,23.24408288,255.4016034,0.462459073,12.63779,33.8759,-118.2491
LMBEPK_2_UNITA1,ngct,PGE_valley,48,9.58,9.65,9.71,17,48,1,1,3.17,20.2739726,3360,TRUE,1449.06,0.239,0.008,31.14177395,2.634019,0.205816,4.476259,38.221577,-121.868333
LMBEPK_2_UNITA2,ngct,PGE_bay,48,9.46,9.53,9.59,17,48,1,1,3.17,20.21917808,3360,TRUE,1528.05,0.248,0.008,32.83934943,2.733208,0.205816,4.476259,38.242158,-121.854722
LMBEPK_2_UNITA3,ngct,PGE_bay,48,9.66,9.73,9.79,17,48,1,1,3.17,20.21917808,3360,TRUE,1440.3,0.246,0.008,30.95351263,2.711166,0.205816,4.476259,38.226752,-121.843271
LMEC_1_PL1X3,ngcc,PGE_bay,561.29,8.36,8.62,8.88,225,562,4,4,2,257.896679,39290.3,TRUE,786.743,0.047,0.004,16.90790765,0.6992895,0.142656,7.069397,38.030071,-121.873004
LODI25_2_UNIT1,ngct,PGE_valley,25.3,13.94,14.01,14.07,9,26,1,1,3.17,10.68493151,1771,TRUE,1881.77,4.958,0.051,40.44115217,61.144535,1.2335625,3.378912,38.146571,-121.300541
LODIEC_2_PL1X2,ngcc,PGE_valley,302.58,5.6,5.87,6.13,122,303,1,1,2,139.1143911,21180.6,TRUE,843.476,0.042,0.004,18.12715755,0.517965,0.09675,3.38229,38.088056,-121.3875
MALAGA_1_PL1X2,ngcc,PGE_valley,96,7.61,7.87,8.13,39,96,2,2,2,44.2804428,6720,TRUE,1250.12,0.168,0.007,26.86635091,0.935676,0.1006425,1.258577,36.6697,-119.7404
METEC_2_PL1X3,ngcc,PGE_bay,593.16,5.97,6.23,6.49,238,594,2,2,2,272.5461255,41521.2,TRUE,872.505,0.055,0.004,18.7510203,0.6204825,0.122014,4.547334,37.2207,-121.7457
MIDSET_1_UNIT1,ngct,PGE_valley,52.9,7.15,7.22,7.28,19,53,1,1,3.17,22.19178082,3703,TRUE,1059.5,2.8,0,22.76973314,15.883,0,1.413492,35.19456,-119.57097
MIRLOM_6_DELGEN,ngct,SCE,50.05,8.09,8.15,8.22,18,51,1,1,3.17,21.09589041,3503.5,TRUE,1169,3.2,0,25.12299956,31.7376,0,2.937772,33.8827,-117.5565
MIRLOM_6_PEAKER,ngct,SCE,46,7.6,7.66,7.73,17,46,1,1,3.17,19.45205479,3220,TRUE,1209.56,0.148,0.006,25.99467524,0.912124,0.045555,1.339397,34.0053,-117.5604
MKTRCK_1_UNIT1,ngct,PGE_valley,47.49,7.34,7.41,7.47,17,48,1,1,3.17,20,3324.3,TRUE,732.773,10.573,0.003,15.74803743,59.9753425,0.018372,1.413492,35.319503,-119.661992
MNDALY_6_MCGRTH,ngct,SCE,47.2,11.9,11.97,12.03,17,48,1,1,3.17,20,3304,TRUE,1192.46,0.116,0.006,25.62717883,0.75951,0.111879,2.061651,34.205556,-119.246944
MNDALY_7_UNIT1,ngst,SCE,215,8.87,9.57,10.28,86,215,6,6,2,44.66257669,15050,FALSE,1340.667,0.0311381,0.0067688,28.81229808,0.20387671,0.126214429,2.061651,34.2067,-119.2511
MNDALY_7_UNIT2,ngst,SCE,215.29,8.87,9.57,10.28,87,216,6,6,2,44.66257669,15070.3,FALSE,1306.09,0.0360369,0.0065946,28.06920316,0.235951603,0.122966209,2.061651,34.2067,-119.2511
MNDALY_7_UNIT3,ngct,SCE,130,28.33,28.4,28.46,46,130,1,1,3.17,54.79452055,9100,FALSE,1323.3785,0.0335875,0.0066817,28.44075062,0.219914156,0.124590319,2.061651,34.2067,-119.2511
MOSSLD_2_PSP1,ngcc,PGE_valley,510,9.36,9.62,9.88,204,510,3,3,2,234.3173432,35700,TRUE,821.061,0.06,0.004,17.64543639,0.275697,0.0505,0.3967329,36.804837,-121.782241
MOSSLD_7_UNIT6,ngst,PGE_valley,754,9.81,10.51,11.22,302,754,6,6,2,156.5644172,52780,TRUE,821.061,0.06,0.004,17.64543639,0.275697,0.0505,0.3967329,36.804837,-121.782241
MOSSLD_7_UNIT7,ngst,PGE_valley,755,9.81,10.51,11.22,302,755,6,6,2,156.6871166,52850,TRUE,821.061,0.06,0.004,17.64543639,0.275697,0.0505,0.3967329,36.804837,-121.782241
MRCHNT_2_PL1X3,ngcc,SCE,494.58,5.84,6.1,6.36,198,495,1,1,2,227.3062731,34620.6,TRUE,904.993,0.099,0.005,19.44922048,0.42437835,0.032175,1.154932,35.788889,-114.994167
MRGT_6_MMAREF,ngct,SDGE,48,7.9,7.96,8.03,17,48,1,1,3.17,20.2739726,3360,TRUE,1200.2,0.191,0.006,25.79351931,2.630452,0.254499,4.557959,32.8769,-117.166389
NIMTG_6_NIQF,ngct,SDGE,42.7,7.64,7.71,7.77,212,43,1,1,3.17,18.08219178,2989,TRUE,1188.83,3.111,0.033,25.54916644,42.844692,1.3997445,4.557959,32.70516,-117.189665
OAK_C_7_UNIT_1,oil,PGE_bay,55,13.68,13.75,13.81,20,55,1,1,3.17,23.17808219,3850,TRUE,2709.68,15.234,0.009,58.23378054,174.4293,0.2507085,4.983456,37.79675,-122.28185
OAK_C_7_UNIT_2,oil,PGE_bay,55,13.68,13.75,13.81,20,55,1,1,3.17,23.17808219,3850,TRUE,2709.68,15.234,0.009,58.23378054,174.4293,0.2507085,4.983456,37.79675,-122.28185
OAK_C_7_UNIT_3,oil,PGE_bay,55,13.68,13.75,13.81,20,55,1,1,3.17,23.17808219,3850,TRUE,2709.68,15.234,0.009,58.23378054,174.4293,0.2507085,4.983456,37.79675,-122.28185
OGROVE_6_PL1X2,ngct,SDGE,96,11.9,11.97,12.03,18,96,1,1,3.17,40.54794521,6720,TRUE,1324.64,0.126,0.007,28.46786154,1.735272,0.2969155,4.557959,33.3594,-117.1114
OILDAL_1_UNIT1,ngct,PGE_valley,40,7.96,8.02,8.09,14,40,1,1,3.17,16.98630137,2800,TRUE,642.209,14.772,0.018,13.80172491,41.8357812,0.15813,0.7672092,39.492,-121.5628
OMAR_2_UNIT1,ngct,SCE,78,7.43,7.5,7.56,28,78,1,1,3.17,32.87671233,5460,TRUE,679.649,1.806,0.019,14.60634861,10.244535,0.116356,1.413492,35.4515,-118.9849
OMAR_2_UNIT2,ngct,SCE,78.11,7.43,7.5,7.56,28,79,1,1,3.17,32.87671233,5467.7,TRUE,679.649,1.806,0.019,14.60634861,10.244535,0.116356,1.413492,35.4515,-118.9849
OMAR_2_UNIT3,ngct,SCE,81.41,7.43,7.5,7.56,29,82,1,1,3.17,34.24657534,5698.7,TRUE,679.649,1.806,0.019,14.60634861,10.244535,0.116356,1.413492,35.4515,-118.9849
OMAR_2_UNIT4,ngct,SCE,81.44,7.43,7.5,7.56,29,82,1,1,3.17,34.24657534,5700.8,TRUE,679.649,1.806,0.019,14.60634861,10.244535,0.116356,1.413492,35.4515,-118.9849
ORMOND_7_UNIT1,ngst,SCE,741.27,11.49,12.19,12.9,297,742,6,6,2,153.8650307,51888.9,TRUE,1386.52,0.09,0.007,29.79772571,0.589275,0.1305255,2.061651,34.1292,-119.1689
ORMOND_7_UNIT2,ngst,SCE,775,11.49,12.19,12.9,310,775,6,6,2,160.8588957,54250,TRUE,1386.52,0.09,0.007,29.79772571,0.589275,0.1305255,2.061651,34.1292,-119.1689
OROVIL_6_UNIT,ngct,PGE_valley,7.5,15.36,15.42,15.49,3,8,1,1,3.17,3.287671233,525,TRUE,642.209,14.772,0.018,13.80172491,41.8357812,0.15813,0.7672092,39.492,-121.5628
OTAY_6_PL1X2,ngct,SDGE,35.5,19.33,19.39,19.46,8,36,1,1,3.17,15.06849315,2485,TRUE,2319.94,0.274,0.013,49.85787135,3.773528,0.5514145,4.557959,32.591667,-117.058611
OTMESA_2_PL1X3,ngcc,SDGE,603.68,9.62,9.88,10.14,242,604,1,1,2,277.4907749,42257.6,TRUE,899.2,0.074,0.005,19.32472302,1.019128,0.2120825,4.557959,32.581481,-116.914969
