SALEM_T,EUGENE_T,SEATTLE_T,BOISE_T,PORTLAND_T,SPOKANE_T,PASCO_T,FRESNO_T,LOS ANGELES_T,SAN DIEGO_T,SACRAMENTO_T,SAN JOSE_T,SAN FRANCISCO_T,TUCSON_T,PHOENIX_T,LAS VEGAS_T,OAKLAND_T
0.21774001621201025,0.23012267089280572,0.13292289751654549,0.9463730181624984,0.32221384727775476,0.43256271334496393,0.7801759336796745,2.3108864783460468,0.7370062707430673,0.8520703265839823,1.4665124718371148,0.5168693112950107,0.04820726239725082,4.189086133508238,5.758863545839713,4.251140923305744,0.05999115940242101
0.34569919074704997,0.32212550812070634,0.19947690852114466,1.1673399756662397,0.5277686971485958,0.5367285871803571,1.0118192473618026,2.9814028861433695,1.003703257989834,1.248640808590829,2.065671491545286,0.9183190944253092,0.28079981387906544,4.398740578662022,6.0563964981479055,4.615059186938967,0.22812222348533606
0.632772012532006,0.6031268555360203,0.3997321350796677,1.6366881347111235,0.8122814880037337,0.9385374312855701,1.4012885257531191,3.2175029265540345,1.3702313764645724,1.518272603073388,2.1147730120401538,0.8998019479411485,0.270869436058675,5.042809659280044,6.792966768754141,5.25471364636199,0.22649905661990116
0.35479515927395633,0.3050902516067581,0.157004234253504,1.2283091679664884,0.5011867125688646,0.5067861273734209,0.9916907472578342,3.1271213274445033,0.9569646151391842,1.1898910435969783,1.956805834401169,0.8281478599197919,0.23356543357514498,4.966053281803934,6.812770532944383,5.185277447185512,0.19501800272801723
0.2299940465275036,0.21000750992129066,0.11035540261190625,1.0775979428722962,0.3784933839321561,0.4147099778503132,0.8527981205423992,3.0934018483815087,1.1025262511505638,1.259152988928214,2.046152907548222,0.8190973856617221,0.15525094279518378,4.528009284053361,6.24585439650542,4.81905646925035,0.13149277715662086
0.4625018405901797,0.4234060257181437,0.3635315636812957,1.4467075156549811,0.6416176128463,0.7556214179624708,1.1942066031322047,3.4772864941975445,1.437947714473703,1.6745322668967566,2.1868209471298257,0.9514672939152571,0.2526916078581298,5.324554643637657,7.343116446511065,5.585275773262951,0.20950422966105303
0.4739424317781608,0.4443486289304771,0.30961732609161935,1.3570081546657542,0.6832131162235336,0.7280431102478779,1.1882388840057945,3.0647945021391965,1.3060275898556903,1.4721675635709925,1.9913140102870808,0.8337273589240314,0.22861478194415139,4.915235678948678,6.723652638099275,5.169067700500931,0.1842880570346917
0.5000662756924429,0.44911331392191584,0.3375368793625806,1.3659924320667518,0.6550733449376797,0.6978394633831154,1.1602770266464857,2.9291799330525974,0.9049711532670836,1.06338603759918,1.906159025018952,0.7780539693745024,0.20051385421890108,4.361659574481023,6.100733288831317,4.711560164196765,0.18015139204331385
0.3455198882341467,0.30009550985853417,0.1821155649771268,1.1440573519643675,0.5215678278697404,0.5581164377368525,1.0326601796000334,2.7401617814253534,0.9576896582428848,1.2425422972935247,1.7461741080525004,0.7639695451428032,0.23549170536673097,4.339970602602846,6.065796109583285,4.587888144833088,0.17602715716589812
0.35152959483271046,0.3407701027823917,0.22212388700733793,1.1356338239742867,0.509637539627442,0.56268655577799,0.9728263450016109,2.472186752329094,0.6521985799014145,0.9283605970280281,1.4482284883703789,0.508031817462418,0.046863290641383615,4.263801314790779,5.943292591738292,4.339920621134959,0.06717781485450201
0.4698046200360095,0.4616201853534689,0.3260451883516235,1.543629783705408,0.6581139733835573,0.8065213056199539,1.2707529888210796,2.9778054905382,0.7185017011249689,1.0031189830283118,1.907319061942449,0.7316957809293487,0.10356728565516733,4.281029085726835,6.1343250263206635,4.675899060453801,0.1261091311783585
0.23441282491262286,0.2246019927025405,0.1743509524832424,1.1473812139566366,0.41353492103753037,0.5603488903233316,1.0316728281906093,2.816530094935855,0.9633206387519714,1.2231274598373154,1.5706333729609125,0.5488847743949513,0.08225878146264314,4.76673829302175,6.429698294143537,4.906008359433246,0.09442605200162127
0.37070831206780486,0.3276323092978871,0.24116077766246627,0.9887981825635702,0.49283689224341737,0.5759096094880687,0.929147187262238,2.8627423778470598,1.078367275210385,1.2227332918044675,1.8205409375094932,0.7478031403563643,0.16558042119733934,4.640947514211202,6.373918806108589,4.85734377986373,0.15914036930281764
0.3928115430780234,0.35732196126568766,0.2390168492080164,1.3101692290155464,0.6120941378038466,0.7752130966362281,1.2134918469733915,2.9370747944256013,0.982453465638353,1.1718486248783635,1.7930339270816034,0.7171011230404277,0.112549945053049,4.68673373872203,6.391457919791586,5.033377484395485,0.12098678723578617
0.3662285132622758,0.34367093338216337,0.2761002642469789,1.1268284835367137,0.5303654179260978,0.6019128219778302,0.9715088003838789,2.8953533753530363,0.909093131700305,1.1824160525970124,1.8311128897024154,0.7989563801134626,0.2325320403256701,4.32934807917906,6.111729826843462,4.720080331005372,0.1774440898904452
0.47715448590268555,0.43256512441238965,0.3107568332982972,1.265074128482489,0.6457800138320893,0.7353804407781599,1.1285896432229232,3.2833689399617607,1.098657211585947,1.3122085711488447,2.182071621659779,0.948354259267718,0.3014895354673372,4.851121670294447,6.5427044225775965,5.131557521537404,0.24322028083957872
0.35833517411440646,0.36966847912428713,0.22890194151439802,1.119858664049658,0.5704933813658373,0.4737466295307492,1.0023240920540912,2.6369431684982216,0.8215722575745297,0.9879339187334437,1.7348991897364126,0.6349276943845774,0.09037575148556799,4.134811741621377,5.705334858703799,4.379427609004489,0.0940013364099104
0.482561851273902,0.4700491476799827,0.2887009689270563,1.4431888170537794,0.6654404064495794,0.7187902075433231,1.2063290598793597,3.14065815644148,1.2269003908422347,1.4095107123629096,2.001555065888446,0.8871848562441701,0.30865912161193404,4.788253720576711,6.618191152971367,4.833950147203679,0.24265134394264726
0.36164878604306566,0.34680152174089146,0.21150766308016877,1.387449126414919,0.5540662753013453,0.6603947938296665,1.1708658644343355,2.8192755548836943,1.2239136207779384,1.360814705117179,1.7125516086273196,0.6828056458667813,0.12331446238501154,4.503937767201114,6.211227512361563,4.699946522922984,0.11821707763415897
